[2024-11-20 19:16:02] Open: 94302.48, High: 94343.43, Low: 94302.48, Close: 94343.43
[2024-11-21 04:47:05] Open: 94923.75, High: 94948.33, Low: 94910.49, Close: 94948.33
[2024-11-21 04:48:03] Open: 94960.19, High: 94981.15, Low: 94933.53, Close: 94938.06
[2024-11-21 04:49:00] Open: 94915.95, High: 94916.32, Low: 94886.78, Close: 94886.99
[2024-11-21 04:50:03] Open: 94877.05, High: 94919.86, Low: 94866.66, Close: 94899.15
[2024-11-21 04:51:01] Open: 94893.47, High: 94933.61, Low: 94880.05, Close: 94880.05
[2024-11-21 04:52:04] Open: 94871.44, High: 94915.87, Low: 94868.54, Close: 94868.54
[2024-11-21 04:53:02] Open: 94858.23, High: 94858.23, Low: 94814.25, Close: 94820.71
[2024-11-21 04:54:04] Open: 94815.09, High: 94864.19, Low: 94802.63, Close: 94802.63
[2024-11-21 04:55:01] Open: 94781.24, High: 94825.05, Low: 94781.24, Close: 94813.06
[2024-11-21 04:56:00] Open: 94812.98, High: 94847.38, Low: 94812.60, Close: 94827.71
[2024-11-21 04:57:04] Open: 94827.70, High: 94827.70, Low: 94774.13, Close: 94774.13
[2024-11-21 04:58:01] Open: 94792.19, High: 94792.19, Low: 94775.12, Close: 94775.12
[2024-11-21 04:59:00] Open: 94775.12, High: 94778.40, Low: 94754.11, Close: 94754.11
[2024-11-21 05:00:03] Open: 94750.01, High: 94833.67, Low: 94750.00, Close: 94792.11
[2024-11-21 05:01:01] Open: 94792.22, High: 94856.18, Low: 94782.83, Close: 94788.79
[2024-11-21 05:02:04] Open: 94765.26, High: 94782.32, Low: 94702.58, Close: 94702.58
[2024-11-21 05:03:01] Open: 94666.63, High: 94682.36, Low: 94607.18, Close: 94607.18
[2024-11-21 05:04:04] Open: 94615.32, High: 94671.38, Low: 94575.95, Close: 94575.95
[2024-11-21 05:05:01] Open: 94598.24, High: 94681.21, Low: 94589.37, Close: 94666.04
[2024-11-21 05:06:04] Open: 94643.31, High: 94643.31, Low: 94567.00, Close: 94572.64
[2024-11-21 05:07:02] Open: 94591.48, High: 94652.79, Low: 94571.77, Close: 94651.62
[2024-11-21 05:08:00] Open: 94626.68, High: 94626.68, Low: 94540.00, Close: 94540.00
[2024-11-21 05:09:02] Open: 94525.03, High: 94586.98, Low: 94506.45, Close: 94576.11
[2024-11-21 05:10:05] Open: 94575.92, High: 94575.92, Low: 94522.64, Close: 94565.01
[2024-11-21 05:11:03] Open: 94566.35, High: 94617.66, Low: 94546.59, Close: 94580.23
[2024-11-21 05:12:01] Open: 94588.94, High: 94633.52, Low: 94544.55, Close: 94633.52
[2024-11-21 05:13:03] Open: 94665.26, High: 94687.76, Low: 94639.65, Close: 94667.01
[2024-11-21 05:14:01] Open: 94666.27, High: 94710.57, Low: 94661.42, Close: 94707.79
[2024-11-21 05:15:03] Open: 94752.45, High: 94765.54, Low: 94724.80, Close: 94765.54
[2024-11-21 05:16:01] Open: 94815.71, High: 94815.71, Low: 94707.93, Close: 94740.69
[2024-11-21 05:17:04] Open: 94731.39, High: 94731.39, Low: 94594.36, Close: 94594.36
[2024-11-21 05:18:01] Open: 94594.59, High: 94637.78, Low: 94549.99, Close: 94637.78
[2024-11-21 05:19:05] Open: 94642.25, High: 94737.75, Low: 94609.22, Close: 94609.22
[2024-11-21 05:20:03] Open: 94602.10, High: 94689.70, Low: 94602.10, Close: 94689.70
[2024-11-21 05:21:01] Open: 94718.85, High: 94779.19, Low: 94706.47, Close: 94778.48
[2024-11-21 05:22:04] Open: 94780.23, High: 94783.55, Low: 94757.38, Close: 94782.54
[2024-11-21 05:23:02] Open: 94759.11, High: 94785.45, Low: 94702.98, Close: 94716.19
[2024-11-21 05:24:00] Open: 94719.50, High: 94737.29, Low: 94639.89, Close: 94639.89
[2024-11-21 05:25:04] Open: 94615.18, High: 94615.18, Low: 94530.65, Close: 94531.28
[2024-11-21 05:26:01] Open: 94539.86, High: 94547.62, Low: 94482.13, Close: 94528.28
[2024-11-21 05:27:04] Open: 94520.16, High: 94520.16, Low: 94384.99, Close: 94399.07
[2024-11-21 05:28:01] Open: 94391.00, High: 94391.00, Low: 94333.01, Close: 94339.94
[2024-11-21 05:29:00] Open: 94339.91, High: 94339.91, Low: 94247.31, Close: 94254.11
[2024-11-21 05:30:04] Open: 94248.42, High: 94303.25, Low: 94248.42, Close: 94303.25
[2024-11-21 05:31:02] Open: 94323.76, High: 94391.77, Low: 94283.62, Close: 94391.77
[2024-11-21 05:32:00] Open: 94374.57, High: 94450.00, Low: 94364.57, Close: 94364.57
[2024-11-21 05:33:04] Open: 94319.65, High: 94365.04, Low: 94316.99, Close: 94328.17
[2024-11-21 05:34:02] Open: 94326.72, High: 94417.69, Low: 94326.72, Close: 94348.59
[2024-11-21 05:35:00] Open: 94354.62, High: 94363.90, Low: 94216.44, Close: 94216.44
[2024-11-21 05:36:04] Open: 94200.53, High: 94247.00, Low: 94200.53, Close: 94225.84
[2024-11-21 05:37:01] Open: 94209.41, High: 94328.39, Low: 94209.41, Close: 94297.06
[2024-11-21 05:38:01] Open: 94290.75, High: 94290.75, Low: 94129.75, Close: 94129.75
[2024-11-21 05:39:04] Open: 94163.26, High: 94208.64, Low: 94145.36, Close: 94208.64
[2024-11-21 05:40:03] Open: 94245.52, High: 94292.96, Low: 94231.11, Close: 94292.96
[2024-11-21 05:41:03] Open: 94309.44, High: 94326.88, Low: 94283.55, Close: 94319.37
[2024-11-21 05:42:01] Open: 94289.56, High: 94298.41, Low: 94228.33, Close: 94278.75
[2024-11-21 05:43:00] Open: 94228.28, High: 94253.13, Low: 94185.83, Close: 94185.83
[2024-11-21 05:44:04] Open: 94186.89, High: 94252.47, Low: 94186.89, Close: 94237.32
[2024-11-21 05:45:03] Open: 94234.57, High: 94245.22, Low: 94212.29, Close: 94217.23
[2024-11-21 05:46:01] Open: 94221.22, High: 94348.63, Low: 94221.22, Close: 94348.63
[2024-11-21 05:47:03] Open: 94362.96, High: 94516.37, Low: 94362.96, Close: 94516.37
[2024-11-21 05:47:35] Ошибка при запросе цены: HTTPSConnectionPool(host='api.exchange.coinbase.com', port=443): Read timed out. (read timeout=10)
[2024-11-21 05:47:58] Ошибка при запросе цены: HTTPSConnectionPool(host='api.exchange.coinbase.com', port=443): Read timed out. (read timeout=10)
[2024-11-21 05:48:13] Ошибка при запросе цены: HTTPSConnectionPool(host='api.exchange.coinbase.com', port=443): Read timed out. (read timeout=10)
[2024-11-21 05:48:13] Open: 94505.55, High: 94505.55, Low: 94484.13, Close: 94484.13
[2024-11-21 05:48:46] Ошибка при запросе цены: HTTPSConnectionPool(host='api.exchange.coinbase.com', port=443): Read timed out. (read timeout=10)
[2024-11-21 05:49:01] Open: 94497.95, High: 94500.00, Low: 94457.90, Close: 94457.99
[2024-11-21 05:49:25] Ошибка при запросе цены: HTTPSConnectionPool(host='api.exchange.coinbase.com', port=443): Read timed out. (read timeout=10)
[2024-11-21 05:50:03] Open: 94442.18, High: 94491.77, Low: 94440.26, Close: 94489.79
[2024-11-21 05:51:01] Open: 94473.98, High: 94473.98, Low: 94451.01, Close: 94451.01
[2024-11-21 05:52:00] Open: 94450.89, High: 94476.26, Low: 94406.66, Close: 94406.66
[2024-11-21 05:53:03] Open: 94409.41, High: 94475.08, Low: 94409.41, Close: 94455.09
[2024-11-21 05:54:02] Open: 94446.30, High: 94488.18, Low: 94446.30, Close: 94449.61
[2024-11-21 05:55:01] Open: 94437.39, High: 94474.79, Low: 94426.36, Close: 94453.54
[2024-11-21 05:56:00] Open: 94465.23, High: 94475.96, Low: 94425.22, Close: 94463.85
[2024-11-21 05:57:04] Open: 94466.85, High: 94515.70, Low: 94460.01, Close: 94504.85
[2024-11-21 05:58:01] Open: 94489.68, High: 94489.68, Low: 94472.73, Close: 94478.59
[2024-11-21 05:59:01] Open: 94487.69, High: 94503.95, Low: 94482.77, Close: 94487.01
[2024-11-21 06:00:04] Open: 94498.15, High: 94524.11, Low: 94489.10, Close: 94524.11
[2024-11-21 06:01:00] Open: 94502.04, High: 94566.13, Low: 94502.04, Close: 94566.13
[2024-11-21 06:02:04] Open: 94566.84, High: 94647.45, Low: 94566.84, Close: 94610.60
[2024-11-21 06:03:02] Open: 94600.60, High: 94614.83, Low: 94569.89, Close: 94569.89
[2024-11-21 06:04:02] Open: 94603.12, High: 94675.68, Low: 94602.51, Close: 94672.91
[2024-11-21 06:05:01] Open: 94669.72, High: 94733.92, Low: 94661.66, Close: 94733.92
[2024-11-21 06:06:04] Open: 94755.04, High: 94771.31, Low: 94722.32, Close: 94730.48
[2024-11-21 06:07:03] Open: 94776.41, High: 94860.31, Low: 94771.23, Close: 94858.62
[2024-11-21 06:08:02] Open: 94851.96, High: 95000.37, Low: 94851.96, Close: 95000.37
[2024-11-21 06:09:01] Open: 94956.46, High: 94999.45, Low: 94933.74, Close: 94955.78
[2024-11-21 06:10:04] Open: 94952.78, High: 94962.98, Low: 94916.35, Close: 94962.98
[2024-11-21 06:11:01] Open: 94924.41, High: 94924.41, Low: 94828.56, Close: 94886.30
[2024-11-21 06:12:00] Open: 94925.90, High: 94963.31, Low: 94902.70, Close: 94927.31
[2024-11-21 06:13:04] Open: 94942.03, High: 94942.03, Low: 94859.13, Close: 94884.01
[2024-11-21 06:14:03] Open: 94879.66, High: 94920.72, Low: 94870.99, Close: 94914.00
[2024-11-21 06:15:01] Open: 94948.86, High: 94995.23, Low: 94944.53, Close: 94990.13
[2024-11-21 06:16:04] Open: 95007.89, High: 95021.80, Low: 94981.98, Close: 95015.18
[2024-11-21 06:17:02] Open: 95015.13, High: 95035.00, Low: 95015.13, Close: 95016.54
[2024-11-21 06:18:00] Open: 95006.43, High: 95022.81, Low: 94960.22, Close: 94972.03
[2024-11-21 06:19:04] Open: 94971.46, High: 94971.46, Low: 94916.61, Close: 94934.69
[2024-11-21 06:20:03] Open: 94923.91, High: 95020.58, Low: 94916.62, Close: 95017.32
[2024-11-21 06:21:01] Open: 95015.34, High: 95015.34, Low: 94964.98, Close: 94975.11
[2024-11-21 06:22:00] Open: 95000.00, High: 95013.37, Low: 94972.08, Close: 94972.08
[2024-11-21 06:23:03] Open: 94991.47, High: 95006.18, Low: 94973.38, Close: 94973.38
[2024-11-21 06:24:01] Open: 94979.84, High: 95034.04, Low: 94979.84, Close: 95029.27
[2024-11-21 06:25:05] Open: 95036.60, High: 95101.15, Low: 95023.90, Close: 95101.15
[2024-11-21 06:26:03] Open: 95113.12, High: 95374.57, Low: 95092.05, Close: 95374.57
[2024-11-21 06:27:00] Open: 95380.95, High: 95449.44, Low: 95291.11, Close: 95449.44
[2024-11-21 06:28:03] Open: 95448.93, High: 95466.67, Low: 95375.63, Close: 95448.57
[2024-11-21 06:29:02] Open: 95461.99, High: 95699.83, Low: 95461.99, Close: 95683.59
[2024-11-21 06:30:00] Open: 95650.87, High: 95768.97, Low: 95607.23, Close: 95768.97
[2024-11-21 06:31:03] Open: 95757.89, High: 95757.89, Low: 95590.09, Close: 95590.09
[2024-11-21 06:32:01] Open: 95619.41, High: 95644.58, Low: 95543.01, Close: 95617.59
[2024-11-21 06:33:04] Open: 95662.78, High: 95699.66, Low: 95589.18, Close: 95682.52
[2024-11-21 06:34:03] Open: 95684.81, High: 95687.68, Low: 95630.71, Close: 95669.97
[2024-11-21 06:35:02] Open: 95682.42, High: 95788.29, Low: 95673.44, Close: 95764.55
[2024-11-21 06:36:00] Open: 95745.24, High: 95786.38, Low: 95745.24, Close: 95771.64
[2024-11-21 06:37:03] Open: 95752.85, High: 95934.65, Low: 95752.85, Close: 95924.83
[2024-11-21 06:38:01] Open: 95948.89, High: 95950.00, Low: 95801.17, Close: 95839.41
[2024-11-21 06:39:05] Open: 95834.88, High: 95846.52, Low: 95717.09, Close: 95764.91
[2024-11-21 06:40:03] Open: 95699.35, High: 95724.33, Low: 95590.99, Close: 95721.09
[2024-11-21 06:41:01] Open: 95679.69, High: 95685.88, Low: 95590.32, Close: 95653.21
[2024-11-21 06:42:04] Open: 95648.71, High: 95767.87, Low: 95615.56, Close: 95767.87
[2024-11-21 06:43:02] Open: 95773.48, High: 95901.19, Low: 95773.48, Close: 95887.21
[2024-11-21 06:44:01] Open: 95851.42, High: 95882.85, Low: 95720.49, Close: 95766.47
[2024-11-21 06:45:04] Open: 95751.44, High: 95751.44, Low: 95672.16, Close: 95708.83
[2024-11-21 06:46:03] Open: 95713.37, High: 95761.52, Low: 95694.25, Close: 95736.29
[2024-11-21 06:47:00] Open: 95770.00, High: 95859.52, Low: 95770.00, Close: 95816.76
[2024-11-21 06:48:04] Open: 95828.96, High: 95847.11, Low: 95772.35, Close: 95843.89
[2024-11-21 06:49:03] Open: 95796.07, High: 95854.36, Low: 95782.44, Close: 95854.36
[2024-11-21 06:50:02] Open: 95888.17, High: 95895.80, Low: 95850.99, Close: 95869.04
[2024-11-21 06:51:00] Open: 95883.94, High: 95913.68, Low: 95842.55, Close: 95871.55
[2024-11-21 06:52:03] Open: 95889.40, High: 95945.66, Low: 95866.18, Close: 95945.66
[2024-11-21 06:53:02] Open: 95954.86, High: 96000.00, Low: 95914.39, Close: 95978.49
[2024-11-21 06:54:01] Open: 95973.99, High: 95989.79, Low: 95923.16, Close: 95982.75
[2024-11-21 06:55:04] Open: 95970.34, High: 95972.78, Low: 95927.27, Close: 95962.48
[2024-11-21 06:56:03] Open: 95977.32, High: 95999.98, Low: 95977.32, Close: 95989.19
[2024-11-21 06:57:01] Open: 95993.13, High: 96000.00, Low: 95979.45, Close: 95979.45
[2024-11-21 06:58:04] Open: 95977.93, High: 96000.00, Low: 95970.34, Close: 95971.72
[2024-11-21 06:59:02] Open: 95937.49, High: 95942.45, Low: 95872.62, Close: 95882.74
[2024-11-21 07:00:00] Open: 95866.73, High: 95900.20, Low: 95866.73, Close: 95883.68
[2024-11-21 07:01:04] Open: 95884.12, High: 95975.67, Low: 95884.12, Close: 95964.68
[2024-11-21 07:02:03] Open: 95963.55, High: 95963.55, Low: 95890.11, Close: 95901.04
[2024-11-21 07:03:01] Open: 95901.04, High: 95981.50, Low: 95901.04, Close: 95981.50
[2024-11-21 07:04:00] Open: 95972.80, High: 96168.04, Low: 95972.80, Close: 96168.04
[2024-11-21 07:05:03] Open: 96176.99, High: 96480.32, Low: 96172.49, Close: 96480.32
[2024-11-21 07:06:00] Open: 96499.98, High: 96557.79, Low: 96447.41, Close: 96555.78
[2024-11-21 07:07:04] Open: 96578.79, High: 96645.20, Low: 96557.48, Close: 96596.06
[2024-11-21 07:08:02] Open: 96581.74, High: 96651.89, Low: 96554.33, Close: 96599.26
[2024-11-21 07:09:01] Open: 96562.36, High: 96574.18, Low: 96471.94, Close: 96500.25
[2024-11-21 07:10:04] Open: 96563.81, High: 96645.46, Low: 96533.05, Close: 96637.40
[2024-11-21 07:11:02] Open: 96683.36, High: 96845.43, Low: 96683.36, Close: 96841.30
[2024-11-21 07:12:00] Open: 96848.38, High: 96879.04, Low: 96820.59, Close: 96860.93
[2024-11-21 07:13:02] Open: 96866.64, High: 96873.10, Low: 96833.03, Close: 96873.10
[2024-11-21 07:14:01] Open: 96893.36, High: 96922.59, Low: 96878.20, Close: 96909.94
[2024-11-21 07:15:05] Open: 96903.87, High: 96985.05, Low: 96888.72, Close: 96966.80
[2024-11-21 07:16:03] Open: 96963.16, High: 96963.16, Low: 96711.38, Close: 96734.28
[2024-11-21 07:17:02] Open: 96685.76, High: 96722.88, Low: 96589.51, Close: 96623.95
[2024-11-21 07:18:00] Open: 96603.83, High: 96695.10, Low: 96599.53, Close: 96658.10
[2024-11-21 07:19:04] Open: 96692.49, High: 96779.29, Low: 96692.49, Close: 96741.93
[2024-11-21 07:20:02] Open: 96689.49, High: 96699.14, Low: 96615.06, Close: 96699.14
[2024-11-21 07:21:00] Open: 96660.65, High: 96743.18, Low: 96630.16, Close: 96671.61
[2024-11-21 07:22:05] Open: 96668.90, High: 96668.90, Low: 96572.68, Close: 96585.95
[2024-11-21 07:23:02] Open: 96568.89, High: 96595.94, Low: 96568.89, Close: 96574.26
[2024-11-21 07:24:04] Open: 96572.84, High: 96703.62, Low: 96572.84, Close: 96703.62
[2024-11-21 07:25:00] Open: 96707.66, High: 96712.67, Low: 96630.22, Close: 96677.10
[2024-11-21 07:26:00] Open: 96645.78, High: 96686.75, Low: 96625.37, Close: 96642.46
[2024-11-21 07:27:01] Open: 96641.05, High: 96645.99, Low: 96560.46, Close: 96593.52
[2024-11-21 07:28:00] Open: 96562.92, High: 96654.40, Low: 96551.21, Close: 96642.67
[2024-11-21 07:29:04] Open: 96623.43, High: 96623.43, Low: 96560.16, Close: 96575.41
[2024-11-21 07:30:02] Open: 96600.89, High: 96600.89, Low: 96546.01, Close: 96546.01
[2024-11-21 07:31:04] Open: 96514.29, High: 96514.29, Low: 96355.97, Close: 96423.05
[2024-11-21 07:32:06] Open: 96455.69, High: 96504.95, Low: 96395.70, Close: 96449.94
[2024-11-21 07:33:01] Open: 96458.42, High: 96474.93, Low: 96420.18, Close: 96420.37
[2024-11-21 07:34:01] Open: 96400.94, High: 96400.94, Low: 96321.69, Close: 96323.02
[2024-11-21 07:35:04] Open: 96346.68, High: 96355.52, Low: 96313.16, Close: 96326.47
[2024-11-21 07:36:01] Open: 96303.40, High: 96468.30, Low: 96300.01, Close: 96465.41
[2024-11-21 07:37:02] Open: 96414.55, High: 96432.68, Low: 96349.45, Close: 96431.73
[2024-11-21 07:38:03] Open: 96442.90, High: 96489.55, Low: 96415.33, Close: 96415.33
[2024-11-21 07:39:01] Open: 96404.80, High: 96545.71, Low: 96404.80, Close: 96545.71
[2024-11-21 07:40:03] Open: 96596.78, High: 96645.50, Low: 96570.76, Close: 96635.15
[2024-11-21 07:41:01] Open: 96635.65, High: 96737.03, Low: 96635.65, Close: 96737.03
[2024-11-21 07:42:00] Open: 96798.09, High: 96824.49, Low: 96786.97, Close: 96818.92
[2024-11-21 07:43:04] Open: 96844.71, High: 96844.71, Low: 96776.76, Close: 96776.76
[2024-11-21 07:44:00] Open: 96805.48, High: 96805.48, Low: 96764.42, Close: 96776.37
[2024-11-21 07:45:00] Open: 96774.65, High: 96803.74, Low: 96768.00, Close: 96768.00
[2024-11-21 07:46:01] Open: 96768.27, High: 96858.51, Low: 96710.62, Close: 96750.80
[2024-11-21 07:47:01] Open: 96749.00, High: 96749.00, Low: 96637.59, Close: 96650.40
[2024-11-21 07:48:04] Open: 96641.23, High: 96749.12, Low: 96641.23, Close: 96749.12
[2024-11-21 07:49:00] Open: 96756.69, High: 96854.74, Low: 96756.69, Close: 96849.28
[2024-11-21 07:50:01] Open: 96844.01, High: 96852.43, Low: 96796.78, Close: 96846.48
[2024-11-21 07:51:01] Open: 96877.71, High: 96933.72, Low: 96877.71, Close: 96921.86
[2024-11-21 07:52:04] Open: 96916.24, High: 96951.84, Low: 96896.96, Close: 96896.96
[2024-11-21 07:53:04] Open: 96893.27, High: 96986.14, Low: 96893.27, Close: 96986.14
[2024-11-21 07:54:04] Open: 96961.88, High: 96978.13, Low: 96911.72, Close: 96911.72
[2024-11-21 07:55:01] Open: 96900.39, High: 96984.68, Low: 96892.99, Close: 96978.14
[2024-11-21 07:56:02] Open: 96981.54, High: 97250.87, Low: 96981.54, Close: 97204.14
[2024-11-21 07:57:00] Open: 97215.24, High: 97592.06, Low: 97215.24, Close: 97592.06
[2024-11-21 07:58:00] Open: 97507.45, High: 97732.40, Low: 97453.50, Close: 97529.47
[2024-11-21 07:59:02] Open: 97516.65, High: 97572.15, Low: 97420.16, Close: 97428.99
[2024-11-21 08:00:01] Open: 97436.58, High: 97596.56, Low: 97436.58, Close: 97591.08
[2024-11-21 08:01:04] Open: 97557.85, High: 97557.85, Low: 97409.74, Close: 97428.79
[2024-11-21 08:02:03] Open: 97499.00, High: 97499.00, Low: 97382.02, Close: 97432.52
[2024-11-21 08:03:04] Open: 97482.55, High: 97482.55, Low: 97270.50, Close: 97270.50
[2024-11-21 08:04:03] Open: 97282.99, High: 97375.86, Low: 97277.62, Close: 97315.53
[2024-11-21 08:05:04] Open: 97317.18, High: 97412.62, Low: 97293.78, Close: 97412.62
[2024-11-21 08:06:04] Open: 97413.94, High: 97608.99, Low: 97413.94, Close: 97551.98
[2024-11-21 08:07:04] Open: 97553.36, High: 97554.72, Low: 97460.01, Close: 97554.72
[2024-11-21 08:08:02] Open: 97530.25, High: 97562.44, Low: 97460.00, Close: 97505.29
[2024-11-21 08:09:03] Open: 97498.71, High: 97542.55, Low: 97439.16, Close: 97533.61
[2024-11-21 08:10:04] Open: 97529.06, High: 97529.06, Low: 97461.21, Close: 97467.54
[2024-11-21 08:11:03] Open: 97529.22, High: 97553.26, Low: 97525.35, Close: 97546.23
[2024-11-21 08:12:01] Open: 97540.74, High: 97627.32, Low: 97512.00, Close: 97569.92
[2024-11-21 08:13:01] Open: 97564.35, High: 97602.32, Low: 97531.52, Close: 97574.62
[2024-11-21 08:14:05] Open: 97558.71, High: 97578.35, Low: 97518.39, Close: 97553.77
[2024-11-21 08:15:04] Open: 97524.11, High: 97524.11, Low: 97476.26, Close: 97500.00
[2024-11-21 08:16:04] Open: 97545.74, High: 97585.06, Low: 97544.01, Close: 97577.77
[2024-11-21 08:17:03] Open: 97584.42, High: 97672.44, Low: 97569.31, Close: 97632.62
[2024-11-21 08:18:02] Open: 97672.65, High: 97772.31, Low: 97672.65, Close: 97772.31
[2024-11-21 08:19:00] Open: 97750.00, High: 97798.29, Low: 97720.47, Close: 97762.53
[2024-11-21 08:20:01] Open: 97767.42, High: 97794.01, Low: 97767.42, Close: 97768.46
[2024-11-21 08:21:03] Open: 97752.47, High: 97752.47, Low: 97480.58, Close: 97480.58
[2024-11-21 08:22:00] Open: 97477.72, High: 97512.93, Low: 97423.64, Close: 97423.64
[2024-11-21 08:23:04] Open: 97468.17, High: 97610.76, Low: 97468.17, Close: 97610.76
[2024-11-21 08:24:04] Open: 97561.79, High: 97562.02, Low: 97454.94, Close: 97503.32
[2024-11-21 08:25:04] Open: 97561.82, High: 97664.58, Low: 97561.82, Close: 97662.25
[2024-11-21 08:26:08] Open: 97674.70, High: 97683.28, Low: 97623.69, Close: 97659.80
[2024-11-21 08:27:04] Open: 97663.89, High: 97663.89, Low: 97573.97, Close: 97598.75
[2024-11-21 08:28:02] Open: 97576.33, High: 97657.55, Low: 97563.12, Close: 97657.55
[2024-11-21 08:29:03] Open: 97657.41, High: 97718.41, Low: 97650.83, Close: 97718.41
[2024-11-21 08:30:05] Open: 97740.03, High: 97756.18, Low: 97716.97, Close: 97723.75
[2024-11-21 08:31:01] Open: 97728.61, High: 97747.16, Low: 97681.68, Close: 97747.16
[2024-11-21 08:32:06] Open: 97800.00, High: 97921.34, Low: 97800.00, Close: 97921.34
[2024-11-21 08:33:04] Open: 97859.84, High: 97859.84, Low: 97760.90, Close: 97760.90
[2024-11-21 08:34:03] Open: 97760.89, High: 97856.03, Low: 97760.89, Close: 97848.11
[2024-11-21 08:35:03] Open: 97812.63, High: 97858.45, Low: 97806.53, Close: 97858.45
[2024-11-21 08:36:00] Open: 97811.28, High: 97849.34, Low: 97785.85, Close: 97825.12
[2024-11-21 08:37:03] Open: 97802.39, High: 97802.39, Low: 97693.79, Close: 97722.77
[2024-11-21 08:38:08] Open: 97695.81, High: 97716.54, Low: 97648.45, Close: 97648.45
[2024-11-21 08:39:01] Open: 97612.65, High: 97612.65, Low: 97504.58, Close: 97538.87
[2024-11-21 08:40:01] Open: 97560.43, High: 97617.28, Low: 97527.45, Close: 97617.28
[2024-11-21 08:41:05] Open: 97574.12, High: 97618.80, Low: 97565.72, Close: 97578.33
[2024-11-21 08:42:10] Open: 97610.38, High: 97614.71, Low: 97517.02, Close: 97517.02
[2024-11-21 08:42:31] Ошибка при запросе цены: HTTPSConnectionPool(host='api.exchange.coinbase.com', port=443): Read timed out. (read timeout=10)
[2024-11-21 08:43:07] Open: 97546.24, High: 97608.08, Low: 97546.24, Close: 97608.08
[2024-11-21 08:44:03] Open: 97603.71, High: 97699.09, Low: 97598.42, Close: 97699.09
[2024-11-21 08:45:00] Open: 97696.04, High: 97729.95, Low: 97628.87, Close: 97628.87
[2024-11-21 08:46:03] Open: 97646.80, High: 97680.43, Low: 97619.17, Close: 97627.28
[2024-11-21 08:47:10] Ошибка при запросе цены: HTTPSConnectionPool(host='api.exchange.coinbase.com', port=443): Read timed out. (read timeout=10)
[2024-11-21 08:47:10] Open: 97585.96, High: 97585.96, Low: 97522.03, Close: 97560.00
[2024-11-21 08:48:04] Open: 97486.97, High: 97526.68, Low: 97459.07, Close: 97459.07
[2024-11-21 08:48:31] Ошибка при запросе цены: HTTPSConnectionPool(host='api.exchange.coinbase.com', port=443): Read timed out. (read timeout=10)
[2024-11-21 08:49:00] Open: 97461.36, High: 97502.33, Low: 97461.30, Close: 97480.16
[2024-11-21 08:50:01] Open: 97472.27, High: 97472.27, Low: 97319.08, Close: 97319.08
[2024-11-21 08:51:00] Open: 97327.54, High: 97410.32, Low: 97286.94, Close: 97286.94
[2024-11-21 08:52:06] Open: 97271.13, High: 97271.13, Low: 97087.65, Close: 97087.65
[2024-11-21 08:53:01] Open: 97029.40, High: 97029.40, Low: 96857.07, Close: 96937.03
[2024-11-21 08:54:04] Open: 96921.72, High: 96921.72, Low: 96768.64, Close: 96829.08
[2024-11-21 08:55:00] Open: 96848.70, High: 97065.49, Low: 96848.70, Close: 97065.49
[2024-11-21 08:55:46] Ошибка при запросе цены: HTTPSConnectionPool(host='api.exchange.coinbase.com', port=443): Read timed out. (read timeout=10)
[2024-11-21 08:56:02] Open: 97108.60, High: 97153.10, Low: 97040.08, Close: 97040.08
[2024-11-21 08:57:01] Open: 97017.44, High: 97088.40, Low: 97014.79, Close: 97059.73
[2024-11-21 08:58:03] Open: 97064.17, High: 97200.00, Low: 97064.17, Close: 97200.00
[2024-11-21 08:59:04] Ошибка при запросе цены: HTTPSConnectionPool(host='api.exchange.coinbase.com', port=443): Read timed out. (read timeout=10)
[2024-11-21 08:59:04] Open: 97205.75, High: 97276.26, Low: 97205.75, Close: 97276.26
[2024-11-21 09:00:05] Open: 97400.04, High: 97463.83, Low: 97378.91, Close: 97463.83
[2024-11-21 09:01:10] Open: 97395.96, High: 97404.00, Low: 97266.20, Close: 97266.20
[2024-11-21 09:02:07] Open: 97314.81, High: 97315.55, Low: 97252.09, Close: 97252.09
[2024-11-21 09:03:04] Open: 97224.23, High: 97299.98, Low: 97209.61, Close: 97209.61
[2024-11-21 09:04:05] Open: 97212.70, High: 97212.70, Low: 97052.51, Close: 97052.51
[2024-11-21 09:05:04] Open: 97073.74, High: 97210.93, Low: 97066.91, Close: 97210.93
[2024-11-21 09:06:07] Open: 97252.42, High: 97252.42, Low: 97139.51, Close: 97146.90
[2024-11-21 09:07:01] Open: 97113.09, High: 97206.82, Low: 97081.68, Close: 97206.82
[2024-11-21 09:08:01] Open: 97280.93, High: 97296.88, Low: 97134.82, Close: 97163.75
[2024-11-21 09:08:57] Ошибка при запросе цены: HTTPSConnectionPool(host='api.exchange.coinbase.com', port=443): Read timed out. (read timeout=10)
[2024-11-21 09:09:04] Open: 97181.85, High: 97216.60, Low: 97168.07, Close: 97168.07
[2024-11-21 09:10:03] Open: 97192.84, High: 97232.27, Low: 97173.45, Close: 97184.37
[2024-11-21 09:11:04] Open: 97187.63, High: 97272.56, Low: 97169.12, Close: 97272.56
[2024-11-21 09:12:03] Open: 97218.51, High: 97218.51, Low: 97170.35, Close: 97171.24
[2024-11-21 09:13:00] Open: 97190.16, High: 97232.16, Low: 97184.12, Close: 97227.72
[2024-11-21 09:13:41] Ошибка при запросе цены: HTTPSConnectionPool(host='api.exchange.coinbase.com', port=443): Read timed out. (read timeout=10)
